Movimentação na conta,Duração em meses,Histórico de pagamentos,Finalidade do crédito,Valor do crédito,Saldo em conta poupança/títulos,Emprego atual desde,Comprometimento de Renda,Estado civil e sexo,Outros devedores/garantidores,Residência atual desde,Bem/Propriedade Principal,Idade em anos,Parcelamento com terceiros,Forma de Moradia,Número de créditos existentes neste banco,Emprego,Número de dependentes,Possui Telefone,Trabalhador estrangeiro,Target
n/há,30,conta critica / dividas com terceiros,radio ou televisao,6742,n/há,< 7 anos,2,masc-solteiro,n/há,3,poupança ou seguro de vida,36,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
n/há,24,pgto em dia neste banco (em aberto),carro usado,7814,< 100 $,< 7 anos,3,masc-solteiro,n/há,3,carro ou outros-quitado,38,n/há,própria,1,empresario-gerente-altaqualificacao,1,sim,sim,1
n/há,24,pgto em dia neste banco (em aberto),carro usado,9277,n/há,< 4 anos,2,masc-divorciado,n/há,4,n/há,48,n/há,gratuita,1,empregado-formadoouservidorpublico,1,sim,sim,1
>= 0 < 200 $,30,conta critica / dividas com terceiros,carro novo,2181,n/há,>= 7 anos,4,masc-solteiro,n/há,4,imovel,36,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
n/há,18,conta critica / dividas com terceiros,radio ou televisao,1098,< 100 $,desempregado,4,femi-divorciadaoucasada,n/há,4,carro ou outros-quitado,65,n/há,própria,2,desempregado-semformacao-naoresidente,1,não,sim,1
>= 0 < 200 $,24,pgto em dia neste banco (em aberto),moveis e equipamentos,4057,< 100 $,< 7 anos,3,masc-divorciado,n/há,3,carro ou outros-quitado,43,n/há,própria,1,empregado-formadoouservidorpublico,1,sim,sim,2
< 0 $,12,pgto em dia neste banco (em aberto),educacao,795,< 100 $,< 1 ano,4,femi-divorciadaoucasada,n/há,4,poupança ou seguro de vida,53,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,2
>= 0 < 200 $,24,conta critica / dividas com terceiros,negocios,2825,n/há,< 7 anos,4,masc-solteiro,n/há,3,n/há,34,n/há,própria,2,empregado-formadoouservidorpublico,2,sim,sim,1
>= 0 < 200 $,48,pgto em dia neste banco (em aberto),negocios,15672,< 100 $,< 4 anos,2,masc-solteiro,n/há,2,carro ou outros-quitado,23,n/há,própria,1,empregado-formadoouservidorpublico,1,sim,sim,2
n/há,36,conta critica / dividas com terceiros,carro novo,6614,< 100 $,>= 7 anos,4,masc-solteiro,n/há,4,carro ou outros-quitado,34,n/há,própria,2,empresario-gerente-altaqualificacao,1,sim,sim,1
n/há,28,pgto em dia neste banco (quitado),carro usado,7824,n/há,< 1 ano,3,masc-solteiro,garantidor,4,imovel,40,banco,aluguel,2,empregado-formadoouservidorpublico,2,sim,sim,1
< 0 $,27,conta critica / dividas com terceiros,negocios,2442,< 100 $,>= 7 anos,4,masc-solteiro,n/há,4,carro ou outros-quitado,43,loja,própria,4,empresario-gerente-altaqualificacao,2,sim,sim,1
n/há,15,conta critica / dividas com terceiros,radio ou televisao,1829,< 100 $,>= 7 anos,4,masc-solteiro,n/há,4,carro ou outros-quitado,46,n/há,própria,2,empregado-formadoouservidorpublico,1,sim,sim,1
< 0 $,12,conta critica / dividas com terceiros,carro novo,2171,< 100 $,< 4 anos,4,masc-solteiro,n/há,4,poupança ou seguro de vida,38,banco,própria,2,empregado-semformacao-residente,1,não,não,1
>= 0 < 200 $,36,conta critica / dividas com terceiros,carro usado,5800,< 100 $,< 4 anos,3,masc-solteiro,n/há,4,carro ou outros-quitado,34,n/há,própria,2,empregado-formadoouservidorpublico,1,sim,sim,1
n/há,18,conta critica / dividas com terceiros,radio ou televisao,1169,n/há,< 4 anos,4,masc-solteiro,n/há,3,poupança ou seguro de vida,29,n/há,própria,2,empregado-formadoouservidorpublico,1,sim,sim,1
n/há,36,pgto em atraso no passado,carro usado,8947,n/há,< 7 anos,3,masc-solteiro,n/há,2,carro ou outros-quitado,31,loja,própria,1,empresario-gerente-altaqualificacao,2,sim,sim,1
< 0 $,21,pgto em dia neste banco (em aberto),radio ou televisao,2606,< 100 $,< 1 ano,4,femi-divorciadaoucasada,n/há,4,poupança ou seguro de vida,28,n/há,aluguel,1,empresario-gerente-altaqualificacao,1,sim,sim,1
n/há,12,conta critica / dividas com terceiros,moveis e equipamentos,1592,>= 1000 $,< 7 anos,3,femi-divorciadaoucasada,n/há,2,poupança ou seguro de vida,35,n/há,própria,1,empregado-formadoouservidorpublico,1,não,não,1
n/há,15,pgto em dia neste banco (em aberto),moveis e equipamentos,2186,n/há,< 7 anos,1,femi-divorciadaoucasada,n/há,4,imovel,33,banco,aluguel,1,empregado-semformacao-residente,1,não,sim,1
< 0 $,18,pgto em dia neste banco (em aberto),moveis e equipamentos,4153,< 100 $,< 4 anos,2,masc-solteiro,codevedor,3,carro ou outros-quitado,42,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,2
< 0 $,16,conta critica / dividas com terceiros,carro novo,2625,< 100 $,>= 7 anos,2,masc-solteiro,garantidor,4,poupança ou seguro de vida,43,banco,aluguel,1,empregado-formadoouservidorpublico,1,sim,sim,2
n/há,20,conta critica / dividas com terceiros,carro novo,3485,n/há,< 1 ano,2,masc-divorciado,n/há,4,imovel,44,n/há,própria,2,empregado-formadoouservidorpublico,1,sim,sim,1
n/há,36,conta critica / dividas com terceiros,carro usado,10477,n/há,>= 7 anos,2,masc-solteiro,n/há,4,n/há,42,n/há,gratuita,2,empregado-formadoouservidorpublico,1,não,sim,1
n/há,15,pgto em dia neste banco (em aberto),radio ou televisao,1386,n/há,< 4 anos,4,masc-casadoouviuvo,n/há,2,imovel,40,n/há,aluguel,1,empregado-formadoouservidorpublico,1,sim,sim,1
n/há,24,pgto em dia neste banco (em aberto),radio ou televisao,1278,< 100 $,>= 7 anos,4,masc-solteiro,n/há,1,imovel,36,n/há,própria,1,empresario-gerente-altaqualificacao,1,sim,sim,1
< 0 $,12,pgto em dia neste banco (em aberto),radio ou televisao,1107,< 100 $,< 4 anos,2,masc-solteiro,n/há,2,imovel,20,n/há,aluguel,1,empresario-gerente-altaqualificacao,2,sim,sim,1
< 0 $,21,pgto em dia neste banco (em aberto),carro novo,3763,n/há,< 7 anos,2,masc-solteiro,codevedor,2,imovel,24,n/há,própria,1,empregado-semformacao-residente,1,não,não,1
>= 0 < 200 $,36,pgto em dia neste banco (em aberto),educacao,3711,n/há,< 4 anos,2,masc-casadoouviuvo,n/há,2,carro ou outros-quitado,27,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,1
n/há,15,pgto em atraso no passado,carro usado,3594,< 100 $,< 1 ano,1,femi-divorciadaoucasada,n/há,2,poupança ou seguro de vida,46,n/há,própria,2,empregado-semformacao-residente,1,não,sim,1
>= 0 < 200 $,9,pgto em dia neste banco (em aberto),carro novo,3195,n/há,< 4 anos,1,femi-divorciadaoucasada,n/há,2,imovel,33,n/há,própria,1,empregado-semformacao-residente,1,não,sim,1
n/há,36,pgto em atraso no passado,radio ou televisao,4454,< 100 $,< 4 anos,4,femi-divorciadaoucasada,n/há,4,imovel,34,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
>= 0 < 200 $,24,conta critica / dividas com terceiros,moveis e equipamentos,4736,< 100 $,< 1 ano,2,femi-divorciadaoucasada,n/há,4,carro ou outros-quitado,25,banco,própria,1,empregado-semformacao-residente,1,não,sim,2
>= 0 < 200 $,30,pgto em dia neste banco (em aberto),radio ou televisao,2991,n/há,>= 7 anos,2,femi-divorciadaoucasada,n/há,4,carro ou outros-quitado,25,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,1
n/há,11,pgto em dia neste banco (em aberto),negocios,2142,>= 1000 $,>= 7 anos,1,masc-divorciado,n/há,2,imovel,28,n/há,própria,1,empregado-formadoouservidorpublico,1,sim,sim,1
< 0 $,24,pgto em dia neste banco (quitado),negocios,3161,< 100 $,< 4 anos,4,masc-solteiro,n/há,2,poupança ou seguro de vida,31,n/há,aluguel,1,empregado-formadoouservidorpublico,1,sim,sim,2
>= 0 < 200 $,48,nenhum/pgto em dia,outros,18424,< 100 $,< 4 anos,1,femi-divorciadaoucasada,n/há,2,poupança ou seguro de vida,32,banco,própria,1,empresario-gerente-altaqualificacao,1,sim,não,2
n/há,10,pgto em dia neste banco (em aberto),carro usado,2848,>= 100 < 500 $,< 4 anos,1,masc-solteiro,codevedor,2,imovel,32,n/há,própria,1,empregado-formadoouservidorpublico,2,não,sim,1
< 0 $,6,pgto em dia neste banco (em aberto),carro novo,14896,< 100 $,>= 7 anos,1,masc-solteiro,n/há,4,n/há,68,banco,própria,1,empresario-gerente-altaqualificacao,1,sim,sim,2
< 0 $,24,pgto em dia neste banco (em aberto),moveis e equipamentos,2359,>= 100 < 500 $,desempregado,1,masc-divorciado,n/há,1,poupança ou seguro de vida,33,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,2
< 0 $,24,pgto em dia neste banco (em aberto),moveis e equipamentos,3345,< 100 $,>= 7 anos,4,masc-solteiro,n/há,2,poupança ou seguro de vida,39,n/há,aluguel,1,empresario-gerente-altaqualificacao,1,sim,sim,2
n/há,18,conta critica / dividas com terceiros,moveis e equipamentos,1817,< 100 $,< 4 anos,4,femi-divorciadaoucasada,n/há,2,n/há,28,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
n/há,48,pgto em atraso no passado,radio ou televisao,12749,>= 500 < 1000 $,< 7 anos,4,masc-solteiro,n/há,1,carro ou outros-quitado,37,n/há,própria,1,empresario-gerente-altaqualificacao,1,sim,sim,1
< 0 $,9,pgto em dia neste banco (em aberto),radio ou televisao,1366,< 100 $,< 1 ano,3,femi-divorciadaoucasada,n/há,4,poupança ou seguro de vida,22,n/há,aluguel,1,empregado-formadoouservidorpublico,1,não,sim,2
>= 0 < 200 $,12,pgto em dia neste banco (em aberto),carro novo,2002,< 100 $,< 7 anos,3,masc-solteiro,n/há,4,poupança ou seguro de vida,30,n/há,aluguel,1,empregado-formadoouservidorpublico,2,sim,sim,1
< 0 $,24,pgto em dia neste banco (quitado),moveis e equipamentos,6872,< 100 $,< 1 ano,2,masc-divorciado,n/há,1,poupança ou seguro de vida,55,banco,própria,1,empregado-formadoouservidorpublico,1,sim,sim,2
< 0 $,12,pgto em dia neste banco (quitado),carro novo,697,< 100 $,< 1 ano,4,masc-solteiro,n/há,2,carro ou outros-quitado,46,banco,própria,2,empregado-formadoouservidorpublico,1,sim,sim,2
< 0 $,18,conta critica / dividas com terceiros,moveis e equipamentos,1049,< 100 $,< 1 ano,4,femi-divorciadaoucasada,n/há,4,poupança ou seguro de vida,21,n/há,aluguel,1,empregado-formadoouservidorpublico,1,não,sim,1
< 0 $,48,pgto em dia neste banco (em aberto),carro usado,10297,< 100 $,< 7 anos,4,masc-solteiro,n/há,4,n/há,39,loja,gratuita,3,empregado-formadoouservidorpublico,2,sim,sim,2
n/há,30,pgto em dia neste banco (em aberto),radio ou televisao,1867,n/há,>= 7 anos,4,masc-solteiro,n/há,4,carro ou outros-quitado,58,n/há,própria,1,empregado-formadoouservidorpublico,1,sim,sim,1
< 0 $,12,pgto em atraso no passado,carro novo,1344,< 100 $,< 4 anos,4,masc-solteiro,n/há,2,imovel,43,n/há,própria,2,empregado-semformacao-residente,2,não,sim,1
< 0 $,24,pgto em dia neste banco (em aberto),moveis e equipamentos,1747,< 100 $,< 1 ano,4,masc-solteiro,codevedor,1,poupança ou seguro de vida,24,n/há,própria,1,empregado-semformacao-residente,1,não,não,1
>= 0 < 200 $,9,pgto em dia neste banco (em aberto),radio ou televisao,1670,< 100 $,< 1 ano,4,femi-divorciadaoucasada,n/há,2,carro ou outros-quitado,22,n/há,própria,1,empregado-formadoouservidorpublico,1,sim,sim,2
n/há,9,conta critica / dividas com terceiros,carro novo,1224,< 100 $,< 4 anos,3,masc-solteiro,n/há,1,imovel,30,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
n/há,12,conta critica / dividas com terceiros,radio ou televisao,522,>= 500 < 1000 $,>= 7 anos,4,masc-solteiro,n/há,4,poupança ou seguro de vida,42,n/há,própria,2,empregado-formadoouservidorpublico,2,sim,sim,1
< 0 $,12,pgto em dia neste banco (em aberto),radio ou televisao,1498,< 100 $,< 4 anos,4,femi-divorciadaoucasada,n/há,1,carro ou outros-quitado,23,banco,própria,1,empregado-formadoouservidorpublico,1,não,sim,1
>= 0 < 200 $,30,pgto em atraso no passado,radio ou televisao,1919,>= 100 < 500 $,< 1 ano,4,masc-solteiro,n/há,3,n/há,30,loja,própria,2,empresario-gerente-altaqualificacao,1,não,sim,2
>= 200 $,9,pgto em dia neste banco (em aberto),radio ou televisao,745,< 100 $,< 4 anos,3,femi-divorciadaoucasada,n/há,2,imovel,28,n/há,própria,1,empregado-semformacao-residente,1,não,sim,2
>= 0 < 200 $,6,pgto em dia neste banco (em aberto),radio ou televisao,2063,< 100 $,< 1 ano,4,masc-casadoouviuvo,n/há,3,carro ou outros-quitado,30,n/há,aluguel,1,empresario-gerente-altaqualificacao,1,sim,sim,1
>= 0 < 200 $,60,pgto em dia neste banco (em aberto),educacao,6288,< 100 $,< 4 anos,4,masc-solteiro,n/há,4,n/há,42,n/há,gratuita,1,empregado-formadoouservidorpublico,1,não,sim,2
n/há,24,conta critica / dividas com terceiros,carro usado,6842,n/há,< 4 anos,2,masc-solteiro,n/há,4,poupança ou seguro de vida,46,n/há,própria,2,empresario-gerente-altaqualificacao,2,sim,sim,1
n/há,12,pgto em dia neste banco (em aberto),carro novo,3527,n/há,< 1 ano,2,masc-solteiro,n/há,3,poupança ou seguro de vida,45,n/há,própria,1,empresario-gerente-altaqualificacao,2,sim,sim,1
n/há,10,pgto em dia neste banco (em aberto),carro novo,1546,< 100 $,< 4 anos,3,masc-solteiro,n/há,2,imovel,31,n/há,própria,1,empregado-semformacao-residente,2,não,não,1
n/há,24,pgto em dia neste banco (em aberto),moveis e equipamentos,929,n/há,< 7 anos,4,masc-solteiro,n/há,2,carro ou outros-quitado,31,loja,própria,1,empregado-formadoouservidorpublico,1,sim,sim,1
n/há,4,conta critica / dividas com terceiros,carro novo,1455,< 100 $,< 7 anos,2,masc-solteiro,n/há,1,imovel,42,n/há,própria,3,empregado-semformacao-residente,2,não,sim,1
< 0 $,15,pgto em dia neste banco (em aberto),moveis e equipamentos,1845,< 100 $,< 1 ano,4,femi-divorciadaoucasada,garantidor,1,poupança ou seguro de vida,46,n/há,aluguel,1,empregado-formadoouservidorpublico,1,não,sim,1
>= 0 < 200 $,48,nenhum/pgto em dia,carro novo,8358,>= 500 < 1000 $,< 1 ano,1,femi-divorciadaoucasada,n/há,1,carro ou outros-quitado,30,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
< 0 $,24,pgto em dia neste banco (quitado),moveis e equipamentos,3349,>= 500 < 1000 $,< 1 ano,4,masc-solteiro,n/há,4,n/há,30,n/há,gratuita,1,empregado-formadoouservidorpublico,2,sim,sim,2
n/há,12,pgto em dia neste banco (em aberto),carro novo,2859,n/há,desempregado,4,masc-solteiro,n/há,4,n/há,38,n/há,própria,1,empresario-gerente-altaqualificacao,1,sim,sim,1
n/há,18,pgto em dia neste banco (em aberto),moveis e equipamentos,1533,< 100 $,< 1 ano,4,masc-casadoouviuvo,codevedor,1,poupança ou seguro de vida,43,n/há,própria,1,empregado-semformacao-residente,2,não,sim,2
n/há,24,pgto em dia neste banco (em aberto),radio ou televisao,3621,>= 100 < 500 $,>= 7 anos,2,masc-solteiro,n/há,4,carro ou outros-quitado,31,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,2
>= 0 < 200 $,18,conta critica / dividas com terceiros,negocios,3590,< 100 $,desempregado,3,masc-casadoouviuvo,n/há,3,carro ou outros-quitado,40,n/há,própria,3,desempregado-semformacao-naoresidente,2,sim,sim,1
< 0 $,36,pgto em atraso no passado,negocios,2145,< 100 $,< 7 anos,2,masc-solteiro,n/há,1,carro ou outros-quitado,24,n/há,própria,2,empregado-formadoouservidorpublico,1,sim,sim,2
>= 0 < 200 $,24,pgto em dia neste banco (em aberto),carro usado,4113,>= 500 < 1000 $,< 1 ano,3,femi-divorciadaoucasada,n/há,4,carro ou outros-quitado,28,n/há,aluguel,1,empregado-formadoouservidorpublico,1,não,sim,2
n/há,36,pgto em dia neste banco (em aberto),moveis e equipamentos,10974,< 100 $,desempregado,4,femi-divorciadaoucasada,n/há,2,carro ou outros-quitado,26,n/há,própria,2,empresario-gerente-altaqualificacao,1,sim,sim,2
< 0 $,12,pgto em dia neste banco (em aberto),carro novo,1893,< 100 $,< 4 anos,4,femi-divorciadaoucasada,garantidor,4,poupança ou seguro de vida,29,n/há,própria,1,empregado-formadoouservidorpublico,1,sim,sim,1
< 0 $,24,conta critica / dividas com terceiros,radio ou televisao,1231,>= 1000 $,>= 7 anos,4,femi-divorciadaoucasada,n/há,4,poupança ou seguro de vida,57,n/há,aluguel,2,empresario-gerente-altaqualificacao,1,sim,sim,1
>= 200 $,30,conta critica / dividas com terceiros,radio ou televisao,3656,n/há,>= 7 anos,4,masc-solteiro,n/há,4,poupança ou seguro de vida,49,loja,própria,2,empregado-semformacao-residente,1,não,sim,1
>= 0 < 200 $,9,conta critica / dividas com terceiros,radio ou televisao,1154,< 100 $,>= 7 anos,2,masc-solteiro,n/há,4,imovel,37,n/há,própria,3,empregado-semformacao-residente,1,não,sim,1
< 0 $,28,pgto em dia neste banco (em aberto),carro novo,4006,< 100 $,< 4 anos,3,masc-solteiro,n/há,2,carro ou outros-quitado,45,n/há,própria,1,empregado-semformacao-residente,1,não,sim,2
>= 0 < 200 $,24,pgto em dia neste banco (em aberto),moveis e equipamentos,3069,>= 100 < 500 $,>= 7 anos,4,masc-solteiro,n/há,4,n/há,30,n/há,gratuita,1,empregado-formadoouservidorpublico,1,não,sim,1
n/há,6,conta critica / dividas com terceiros,radio ou televisao,1740,< 100 $,>= 7 anos,2,masc-casadoouviuvo,n/há,2,imovel,30,n/há,aluguel,2,empregado-formadoouservidorpublico,1,não,sim,1
>= 0 < 200 $,21,pgto em atraso no passado,carro novo,2353,< 100 $,< 4 anos,1,masc-divorciado,n/há,4,poupança ou seguro de vida,47,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
n/há,15,pgto em dia neste banco (em aberto),carro novo,3556,n/há,< 4 anos,3,masc-solteiro,n/há,2,n/há,29,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,1
n/há,24,pgto em dia neste banco (em aberto),radio ou televisao,2397,>= 500 < 1000 $,>= 7 anos,3,masc-solteiro,n/há,2,carro ou outros-quitado,35,banco,própria,2,empregado-formadoouservidorpublico,1,sim,sim,2
>= 0 < 200 $,6,pgto em dia neste banco (em aberto),reparos,454,< 100 $,< 1 ano,3,masc-casadoouviuvo,n/há,1,poupança ou seguro de vida,22,n/há,própria,1,empregado-semformacao-residente,1,não,sim,1
>= 0 < 200 $,30,pgto em dia neste banco (em aberto),radio ou televisao,1715,n/há,< 4 anos,4,femi-divorciadaoucasada,n/há,1,carro ou outros-quitado,26,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,1
>= 0 < 200 $,27,conta critica / dividas com terceiros,radio ou televisao,2520,>= 500 < 1000 $,< 4 anos,4,masc-solteiro,n/há,2,poupança ou seguro de vida,23,n/há,própria,2,empregado-semformacao-residente,1,não,sim,2
n/há,15,pgto em dia neste banco (em aberto),radio ou televisao,3568,< 100 $,>= 7 anos,4,femi-divorciadaoucasada,n/há,2,carro ou outros-quitado,54,banco,aluguel,1,empresario-gerente-altaqualificacao,1,sim,sim,1
n/há,42,pgto em dia neste banco (em aberto),radio ou televisao,7166,n/há,< 7 anos,2,masc-casadoouviuvo,n/há,4,poupança ou seguro de vida,29,n/há,aluguel,1,empregado-formadoouservidorpublico,1,sim,sim,1
< 0 $,11,conta critica / dividas com terceiros,carro novo,3939,< 100 $,< 4 anos,1,masc-solteiro,n/há,2,imovel,40,n/há,própria,2,empregado-semformacao-residente,2,não,sim,1
>= 0 < 200 $,15,pgto em dia neste banco (em aberto),reparos,1514,>= 100 < 500 $,< 4 anos,4,masc-solteiro,garantidor,2,imovel,22,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,1
n/há,24,pgto em dia neste banco (em aberto),carro novo,7393,< 100 $,< 4 anos,1,masc-solteiro,n/há,4,poupança ou seguro de vida,43,n/há,própria,1,empregado-semformacao-residente,2,não,sim,1
< 0 $,24,pgto em dia neste banco (quitado),carro novo,1193,< 100 $,desempregado,1,femi-divorciadaoucasada,codevedor,4,n/há,29,n/há,aluguel,2,desempregado-semformacao-naoresidente,1,não,sim,2
< 0 $,60,pgto em dia neste banco (em aberto),negocios,7297,< 100 $,>= 7 anos,4,masc-solteiro,codevedor,4,n/há,36,n/há,aluguel,1,empregado-formadoouservidorpublico,1,não,sim,2
n/há,30,conta critica / dividas com terceiros,radio ou televisao,2831,< 100 $,< 4 anos,4,femi-divorciadaoucasada,n/há,2,carro ou outros-quitado,33,n/há,própria,1,empregado-formadoouservidorpublico,1,sim,sim,1
>= 200 $,24,pgto em dia neste banco (em aberto),radio ou televisao,1258,>= 500 < 1000 $,< 4 anos,3,femi-divorciadaoucasada,n/há,3,carro ou outros-quitado,57,n/há,própria,1,empregado-semformacao-residente,1,não,sim,1
>= 0 < 200 $,6,pgto em dia neste banco (em aberto),radio ou televisao,753,< 100 $,< 4 anos,2,femi-divorciadaoucasada,garantidor,3,imovel,64,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,1
>= 0 < 200 $,18,pgto em atraso no passado,negocios,2427,n/há,>= 7 anos,4,masc-solteiro,n/há,2,poupança ou seguro de vida,42,n/há,própria,2,empregado-formadoouservidorpublico,1,não,sim,1
n/há,24,pgto em atraso no passado,carro novo,2538,< 100 $,>= 7 anos,4,masc-solteiro,n/há,4,carro ou outros-quitado,47,n/há,própria,2,empregado-semformacao-residente,2,não,sim,2
>= 0 < 200 $,15,pgto em dia neste banco (quitado),carro novo,1264,>= 100 < 500 $,< 4 anos,2,masc-casadoouviuvo,n/há,2,poupança ou seguro de vida,25,n/há,aluguel,1,empregado-formadoouservidorpublico,1,não,sim,2
>= 0 < 200 $,30,conta critica / dividas com terceiros,moveis e equipamentos,8386,< 100 $,< 7 anos,2,masc-solteiro,n/há,2,poupança ou seguro de vida,49,n/há,própria,1,empregado-formadoouservidorpublico,1,não,sim,2
